episode,win_rate_overall,epsilon,reward,q_value,ro28_points,loss,reward_smooth,q_value_smooth,ro28_points_smooth,loss_smooth,AAP_winrate,ACP_winrate,DAP_winrate,DCP_winrate,RP_winrate,R28P_winrate,SR28P_winrate
1,0.0,0.995,-2.533333333333333,0.0,18.586206896551722,433.1541748046875,-2.533333333333333,0.0,18.586206896551722,433.1541748046875,0,0,0.0,0,0,0,0
2,0.0,0.990025,1.0,0.0,11.272727272727273,176.77255249023438,-0.7666666666666666,0.0,14.929467084639498,304.96336364746094,0.0,0,0.0,0,0,0,0
3,0.0,0.985074875,6.886363636363637,0.0,12.904761904761905,141.8753204345703,1.7843434343434346,0.0,14.254565358013634,250.6006825764974,0.0,0.0,0.0,0,0,0,0
4,0.0,0.9801495006250001,3.4827586206896552,0.38120595,14.392857142857142,242.26483154296875,2.2089472309299896,0.09530148655176163,14.289138304224512,248.51671981811523,0.0,0.0,0.0,0.0,0,0,0
5,0.0,0.9752487531218751,4.7,0.0,13.666666666666666,219.9703369140625,2.707157784743992,0.0762411892414093,14.164643976712943,242.80744323730468,0.0,0.0,0.0,0.0,0,0,0
6,0.0,0.9703725093562657,7.75,0.0,15.857142857142858,430.79754638671875,3.54763148728666,0.06353432436784108,14.446727123451263,274.13912709554035,0.0,0.0,0.0,0.0,0.0,0,0
7,0.0,0.9655206468094844,-1.2692307692307692,0.20270428,10.416666666666666,117.1162109375,2.85950830778417,0.08341574668884277,13.871004201053465,251.70728193010603,0.0,0.0,0.0,0.0,0.0,0,0
8,0.0,0.960693043575437,1.4285714285714286,0.0,12.7,393.527587890625,2.680641197882577,0.07298877835273743,13.72462867592178,269.4348201751709,0.0,0.0,0.0,0.0,0.0,0,0
9,0.0,0.9558895783575597,0.1,0.24730007,13.928571428571429,455.3748474121094,2.393903287006735,0.09235670003626081,13.74728898177174,290.0948232014974,0.0,0.0,0.0,0.0,0.0,0,0
10,0.0,0.9511101304657719,6.0,0.0,10.95,284.4871826171875,2.7545129583060617,0.08312103003263474,13.467560083594567,289.53405914306643,0.0,0.0,0.0,0.0,0.0,0,0.0
11,0.0,0.946354579813443,6.62,0.1504305,10.875,123.65776824951172,3.105920871187329,0.08924007280306383,13.231872803267787,274.4543963345614,0.0,0.0,0.0,0.0,0.0,0,0.0
12,0.0,0.9416228069143757,6.916666666666667,0.1198499,13.26086956521739,441.2812805175781,3.423483020810607,0.09179089156289895,13.234289200096919,288.3566366831462,0.0,0.0,0.0,0.0,0.0,0,0.0
13,0.0,0.9369146928798039,-4.352941176470588,0.2929222,13.6875,442.88189697265625,2.825296544096669,0.10726253057901676,13.269151569320233,300.24319516695465,0.0,0.0,0.0,0.0,0.0,0,0.0
14,0.0,0.9322301194154049,-3.0,0.09555564,11.181818181818182,473.31640625,2.40920393380405,0.10642632416316442,13.120056327355801,312.60556738717213,0.0,0.0,0.0,0.0,0.0,0,0.0
15,0.0,0.9275689688183278,2.7222222222222223,0.0,10.705882352941176,427.5790100097656,2.4300718196985946,0.09933123588562012,12.959111395728161,320.27046356201174,0.0,0.0,0.0,0.0,0.0,0,0.0
16,0.0,0.9229311239742362,4.309523809523809,0.3036407,13.1,386.8009033203125,2.547537569062671,0.11210057698190212,12.96791693349515,324.4286160469055,0.0,0.0,0.0,0.0,0.0,0,0.0
17,0.0,0.918316468354365,4.041666666666667,0.4206866,13.478260869565217,374.6733093261719,2.635427515980553,0.13025269613546483,12.997937165028684,327.3841862398035,0.0,0.0,0.0,0.0,0.0,0,0.0
18,0.0,0.9137248860125932,3.033333333333333,0.0,12.724137931034482,351.1202087402344,2.657533394722374,0.12301643523905012,12.98272609647345,328.70285415649414,0.0,0.0,0.0,0.0,0.0,0,0.0
19,0.0,0.9091562615825302,6.944444444444445,0.13901997,11.76923076923077,436.3353271484375,2.883160292076167,0.12385872633833635,12.918857921355414,334.3677211560701,0.0,0.0,0.0,0.0,0.0,0,0.0
20,0.0,0.9046104802746175,5.18,0.2619052,11.125,483.21466064453125,2.9980022774723585,0.1307610496878624,12.829165025287642,341.81006813049316,0.0,0.0,0.0,0.0,0.0,0,0.0
21,0.047619047619047616,0.9000874278732445,9.74390243902439,0.55858374,13.575,764.32421875,3.319235618498646,0.1511335585798536,12.86468097646442,361.9297895885649,0.0,0.0,0.0,0.0,0.5,0,0.0
22,0.045454545454545456,0.8955869907338783,1.5294117647058822,0.3082326,12.0,532.401611328125,3.237879988780793,0.15827442434701053,12.825377295716038,369.6785087585449,0.0,0.0,0.0,0.0,0.5,0,0.0
23,0.043478260869565216,0.8911090557802088,2.673076923076923,0.2839972,13.48,429.099609375,3.21332333375019,0.1637406323267066,12.853839152424037,372.26203487230384,0.0,0.0,0.0,0.0,0.5,0,0.0
24,0.041666666666666664,0.8866535105013078,0.6,0.067805454,13.285714285714286,411.329833984375,3.1044348615105988,0.15974333323538303,12.871833949644463,373.8898598353068,0.0,0.0,0.0,0.0,0.5,0,0.0
25,0.04,0.8822202429488013,5.619047619047619,0.38495362,12.5,34.49235153198242,3.2050193718120794,0.1687517446279526,12.856960591658686,360.3139595031738,0.0,0.0,0.0,0.0,0.5,0,0.0
26,0.038461538461538464,0.8778091417340573,3.4705882352941178,0.31969264,9.6875,417.75592041015625,3.215233558869081,0.17455716373828742,12.735058261210273,362.52326569190393,0.0,0.0,0.0,0.0,0.5,0,0.0
27,0.037037037037037035,0.8734200960253871,7.019230769230769,0.18014142,14.36,196.57896423339844,3.3561223444380324,0.17476398801362072,12.795241288572857,356.37718045270003,0.0,0.0,0.0,0.0,0.5,0.0,0.0
28,0.07142857142857142,0.8690529955452602,15.924242424242424,0.2604999,11.5625,391.41314697265625,3.804983775859618,0.17782598467809813,12.751214813980969,357.62846497126986,0.0,0.0,0.0,0.0,0.5,0.5,0.0
29,0.06896551724137931,0.8647077305675338,-2.225,0.0,13.473684210526315,536.7227172851562,3.597053300829976,0.17169405417195682,12.776127551792877,363.8041288441625,0.0,0.0,0.0,0.0,0.5,0.5,0.0
30,0.06666666666666667,0.8603841919146962,-4.181818181818182,0.03870773,12.9,482.15283203125,3.337757584741704,0.16726117668052515,12.78025663339978,367.7490856170654,0.0,0.0,0.0,0.0,0.5,0.5,0.0
