episode,win_rate_overall,epsilon,reward,q_value,ro28_points,loss,reward_smooth,q_value_smooth,ro28_points_smooth,loss_smooth,AAP_winrate,ACP_winrate,DAP_winrate,DCP_winrate,RP_winrate,R28P_winrate,SR28P_winrate
12,0.0,0.9416228069143757,-1.2291666666666667,-0.086721584,14.26086956521739,530.9232788085938,0.0731809447050677,-0.01141691510565579,13.757275607827665,526.7266585032145,0.0,0.0,0.0,0,0.0,0.0,0
13,0.0,0.9369146928798039,-2.4583333333333335,0.062497467,12.181818181818182,118.02359008789062,-0.12155092283634777,-0.005731193420405571,13.636086575057705,495.287960932805,0.0,0.0,0.0,0,0.0,0.0,0
14,0.0,0.9322301194154049,6.019230769230769,0.17079692,14.2,420.54486083984375,0.317076340882732,0.0068779572445367065,13.676366105410725,489.94916806902205,0.0,0.0,0.0,0.0,0.0,0.0,0
15,0.0,0.9275689688183278,-0.6538461538461539,0.04435937,17.916666666666668,231.94332885742188,0.252348174567473,0.009376718165973822,13.959052809494455,472.74877878824867,0.0,0.0,0.0,0.0,0.0,0.0,0
16,0.0,0.9229311239742362,-4.0,0.18039012,11.454545454545455,261.6338806152344,-0.013423586342994343,0.020065055752638727,13.802521099810145,459.5540976524353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.918316468354365,3.9545454545454546,0.1276093,14.095238095238095,1348.132568359375,0.21998635723867913,0.02639118762796416,13.819739746600025,511.8234194587259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.9137248860125932,5.395833333333333,0.17317696,12.478260869565217,468.499755859375,0.5075334114661598,0.03454595271291004,13.745213142320313,509.41654925876196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.9091562615825302,-3.5,0.0,16.27777777777778,287.08538818359375,0.296610600336362,0.032727744675388463,13.878506017870707,497.7149092021741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.9046104802746175,8.26923076923077,0.10209606,11.0,101.7486801147461,0.6952416087810824,0.036196160363033414,13.734580716977172,477.9165977478027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.9000874278732445,3.909090909090909,0.006074533,11.238095238095237,439.85809326171875,0.8482820516529789,0.03476179714891173,13.615700456078033,476.10428801037017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.8955869907338783,3.3833333333333333,0.022029957,15.620689655172415,104.08733367919922,0.9635116553657223,0.034183077133176004,13.706836328764142,459.1944264498624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.8911090557802088,2.0714285714285716,0.04093576,13.65,233.9375457763672,1.011681956064107,0.03447667197526797,13.704365184035264,449.40064902927566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.8866535105013078,1.34375,0.04000193,13.6,490.14215087890625,1.025518124561436,0.03470689100989451,13.70001663470046,451.09821160634357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.8822202429488013,6.75,0.23380692,11.380952380952381,73.71910095214844,1.2544973995789785,0.042670892290771006,13.607254064550538,436.00304718017577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.8778091417340573,5.7,0.5464797,16.375,57.72028732299805,1.425478268825941,0.0620481542025048,13.713705831298595,421.45371026259204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.8734200960253871,7.388888888888889,0.14833914,12.692307692307692,218.97885131835938,1.6463453288282723,0.06524411654444756,13.675876270595227,413.95464141280564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.8690529955452602,1.7291666666666667,0.053427387,14.043478260869565,344.2247314453125,1.649303233751072,0.06482209049032203,13.689004913105025,411.4642874853952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.8647077305675338,3.611111111111111,0.2020847,12.176470588235293,455.5577087402344,1.716951781246246,0.0695552841021583,13.636848557075036,412.98475028728615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.8603841919146962,3.611111111111111,0.072926804,12.411764705882353,107.57499694824219,1.780090425575075,0.0696676681128641,13.596012428701947,402.8044251759847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.8560822709551227,-22.625,0.33050925,10.0,96.95359802246094,0.9928294441049111,0.07808191254134139,13.480012027776077,392.9382694613549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.851801859600347,5.722222222222222,0.34453395,8.764705882352942,121.45552825927734,1.140622968421077,0.08640853871474974,13.332658710731602,384.45443379879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.8475428503023453,3.125,0.3359991,11.733333333333333,448.22735595703125,1.2007556057416504,0.09397188909916264,13.284194305355896,386.386946591464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.8433051360508336,6.130434782608695,0.45569524,13.454545454545455,59.43244934082031,1.3457461697671516,0.10461081123417791,13.289204633273236,376.77063784879795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.8390886103705794,-1.7894736842105263,0.44924912,11.777777777777779,725.6715087890625,1.2561684596535037,0.11445762001510178,13.246021008830509,386.73923416137694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.8348931673187264,4.3478260869565215,0.44547406,12.909090909090908,180.55227661132812,1.3420478381896987,0.12365252108106183,13.2366618393933,381.0118186738756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.8307187014821328,8.48076923076923,0.7441241,14.88,460.4989013671875,1.5349862542053616,0.14042202360626008,13.281076384274561,383.16011820612727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.8265651079747222,-1.4761904761904763,0.61046755,14.45,188.88888549804688,1.455744761300208,0.15279164280448304,13.311837532056808,378.0477173453883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.8224322824348486,-0.7727272727272727,0.6718118,13.666666666666666,138.9943084716797,1.3986044527354007,0.16609985245248446,13.320935714995525,371.91814275888294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.8183201210226743,1.3409090909090908,0.5317108,13.476190476190476,228.75808715820312,1.397162068689743,0.17524012622889132,13.324817084025398,368.33914136886597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.8142285204175609,4.694444444444445,0.46697998,11.941176470588236,335.24468994140625,1.477583590049614,0.18235573242986347,13.291069751990346,367.5319596267328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.810157377815473,0.9666666666666667,0.53269845,11.214285714285714,202.2451629638672,1.4654189013976389,0.1906972257642164,13.241622512997377,363.5965597061884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.8061065909263957,-4.136363636363637,0.7039176,10.1,86.71781158447266,1.3351448888915627,0.20263258382937935,13.168561524323021,357.15751905219497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.8020760579717637,-6.428571428571429,0.7385445,9.0,129.41510009765625,1.1586967907674037,0.21481240064498375,13.073821489679316,351.9815549850464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.798065677681905,-10.785714285714286,0.7550513,15.333333333333334,427.8110046386719,0.8932654335122551,0.22681770984911256,13.12403286398274,353.66665386623805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.7940753492934954,2.1470588235294117,0.864379,11.1875,683.9166259765625,0.9205218115561064,0.24067773765114986,13.081934323461375,360.84600108602774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.7901049725470279,2.1052631578947367,0.80148596,11.055555555555555,84.3005142211914,0.9457290742441624,0.25260982739719307,13.038819881591039,354.9620545569887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.020833333333333332,0.7861544476842928,9.117021276595745,1.1961628,15.41304347826087,747.0611572265625,1.1159643284598202,0.27226718140688416,13.088282873188325,363.1307858626048,0.0,0.0,0.0,0.0,0.25,0.0,0.0
49,0.04081632653061224,0.7822236754458713,14.185714285714285,1.2773286,12.735294117647058,138.45431518554688,1.382693919424197,0.2927786391418503,13.081079021034421,358.5455517671546,0.0,0.0,0.0,0.0,0.4,0.0,0.0
50,0.04,0.778312557068642,3.3,1.0711298,11.368421052631579,408.1679382324219,1.421040041035713,0.3083456623367965,13.046825861666363,359.53799949646,0.0,0.0,0.0,0.0,0.4,0.0,0.0
51,0.0392156862745098,0.7744209942832988,-7.666666666666667,0.8767292,11.0,498.11737060546875,1.2428497134337055,0.3194904373958707,13.006692021241534,362.25524206722486,0.0,0.0,0.0,0.0,0.4,0.0,0.0
52,0.038461538461538464,0.7705488893118823,8.27027027027027,1.0717971,11.916666666666666,38.47026824951172,1.3779924164497932,0.3339578738400283,12.985729995192015,356.02860795534576,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
53,0.03773584905660377,0.7666961448653229,10.981481481481481,1.3928635,11.846153846153847,386.24700927734375,1.5591903233371835,0.3539372255041633,12.96422855841771,356.59876647085514,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
54,0.037037037037037035,0.7628626641409962,0.17391304347826086,1.3578424,15.363636363636363,139.39051818847656,1.5335370403768334,0.3725280629091517,13.00866203629213,352.57639150266294,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
55,0.03636363636363636,0.7590483508202912,5.12,1.4497961,13.208333333333334,261.5199279785156,1.5987454578245273,0.3921147541396997,13.012292423511061,350.92081943858756,0.0,0.0,0.0,0.0,0.25,0.0,0.0
56,0.03571428571428571,0.7552531090661897,5.078947368421052,1.6409655,12.38888888888889,427.96185302734375,1.6608919205137507,0.41441565963240073,13.001160217535666,352.2965521812439,0.0,0.0,0.0,0.0,0.25,0.0,0.0
57,0.03508771929824561,0.7514768435208588,-4.916666666666667,1.2072585,18.764705882352942,435.4734802246094,1.545496155826375,0.4283251824968478,13.10227505376053,353.7557965328819,0.0,0.0,0.0,0.0,0.25,0.0,0.0
58,0.034482758620689655,0.7477194593032545,2.477272727272727,1.5953356,14.19047619047619,752.12548828125,1.5615612691271743,0.4484460518117352,13.121037142324592,360.62423949406065,0.0,0.0,0.0,0.0,0.25,0.0,0.0
59,0.03389830508474576,0.7439808620067382,-5.409090909090909,1.4259473,11.5,824.19091796875,1.4434146220387323,0.46501386972238956,13.09356193652248,368.4813018410893,0.0,0.0,0.0,0.0,0.25,0.0,0.0
60,0.03333333333333333,0.7402609576967045,1.394736842105263,1.176891,15.666666666666666,356.13555908203125,1.4426033257065076,0.4768784880482902,13.136447015358216,368.27553946177164,0.0,0.0,0.0,0.0,0.25,0.0,0.0
61,0.03278688524590164,0.736559652908221,-8.545454545454545,1.2860132,12.6,448.10003662109375,1.2788646720809167,0.49014299227016384,13.127652801991688,369.5841377758589,0.0,0.0,0.0,0.0,0.25,0.0,0.0
62,0.03225806451612903,0.7328768546436799,8.0,1.6765721,13.451612903225806,848.0122680664062,1.3872700805957405,0.5092789453694657,13.13287796491482,377.3007205224806,0.0,0.0,0.0,0.0,0.25,0.0,0.0
63,0.031746031746031744,0.7292124703704616,2.9411764705882355,1.5185978,10.8125,89.64888000488281,1.4119352613892722,0.5252998802249157,13.096046568646331,372.7348182920426,0.0,0.0,0.0,0.0,0.25,0.0,0.0
64,0.03125,0.7255664080186093,2.735294117647059,1.4974056,10.75,768.337890625,1.4326127435183003,0.5404890328500187,13.059389591011232,378.916116297245,0.0,0.0,0.0,0.0,0.25,0.0,0.0
65,0.03076923076923077,0.7219385759785162,-0.47619047619047616,1.3008382,15.1,81.22364807128906,1.403246540138165,0.5521867128375632,13.090783597303368,374.33623217069186,0.0,0.0,0.0,0.0,0.25,0.0,0.0
66,0.045454545454545456,0.7183288830986236,15.709677419354838,1.7614956,11.133333333333333,47.8682975769043,1.6200106443687208,0.5705095746159328,13.061125259970488,369.38974831321025,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
67,0.04477611940298507,0.7147372386831305,8.328125,1.929037,13.67741935483871,1169.7381591796875,1.7201317541542622,0.5907861029784849,13.070323679296878,381.33524698285913,0.0,0.0,0.0,0.0,0.3,0.0,0.0
68,0.04411764705882353,0.7111635524897149,9.41304347826087,1.5995212,9.5,106.02520751953125,1.8332628089205358,0.6056204420541796,13.017818919307219,377.28656993192783,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0
69,0.043478260869565216,0.7076077347272662,6.520833333333333,1.6822636,12.0,754.357177734375,1.9011986136221708,0.6212239662671218,13.00306792047668,382.7513613493546,0.0,0.0,0.0,0.0,0.25,0.0,0.0
70,0.04285714285714286,0.7040696960536299,4.214285714285714,1.5584799,9.153846153846153,62.9195442199707,1.9342427150602215,0.6346133368222842,12.948079038096244,378.18233539036345,0.0,0.0,0.0,0.0,0.25,0.0,0.0
71,0.04225352112676056,0.7005493475733617,-1.3214285714285714,1.4631557,15.307692307692308,44.76200485229492,1.8883881898984074,0.6462829482256317,12.981313027808865,373.4862743968695,0.0,0.0,0.0,0.0,0.25,0.0,0.0
72,0.041666666666666664,0.697046600835495,4.678571428571429,1.5148754,11.703703703703704,373.4179382324219,1.927140734879977,0.6583467324445438,12.963568453862958,373.48532528347437,0.0,0.0,0.0,0.0,0.25,0.0,0.0
73,0.0410958904109589,0.6935613678313175,3.3333333333333335,1.8442655,11.142857142857142,344.71966552734375,1.9464036471875572,0.6745921944791119,12.938627203027263,373.0912751498288,0.0,0.0,0.0,0.0,0.25,0.0,0.0
74,0.04054054054054054,0.6900935609921609,-1.0769230769230769,1.7899474,11.916666666666666,187.71517944335938,1.905547880645522,0.689664561993669,12.924816925508875,370.58619277541703,0.0,0.0,0.0,0.0,0.25,0.0,0.0
75,0.04,0.6866430931872001,3.5161290322580645,2.1908908,14.366666666666667,417.81976318359375,1.927022296000356,0.7096809116875132,12.944041588724312,371.2159737141927,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0
76,0.039473684210526314,0.6832098777212641,7.434782608695652,1.7652358,9.636363636363637,386.04632568359375,1.9994928264305571,0.7235697915556988,12.900519510403777,371.4111099243164,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0
77,0.03896103896103896,0.6797938283326578,7.2631578947368425,2.040346,9.88888888888889,68.40586853027344,2.067852113031938,0.7406707800707066,12.861407424410078,367.47597691919896,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0
78,0.038461538461538464,0.6763948591909945,7.152777777777778,2.2132974,12.057142857142857,100.519287109375,2.133043467708166,0.7595506081094917,12.851096340214344,364.05345525497046,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0
79,0.0379746835443038,0.6730128848950395,8.796296296296296,1.8256327,10.5,100.92851257324219,2.2173884402219404,0.7730453180243508,12.821335627047073,360.72275977798654,0.0,0.0,0.0,0.0,0.2,0.0,0.0
80,0.0375,0.6696478204705644,-6.875,1.8878217,11.428571428571429,166.95606994628906,2.103733584719165,0.7869800224783831,12.80392607456613,358.30067615509034,0.0,0.0,0.0,0.0,0.2,0.0,0.0
81,0.037037037037037035,0.6662995813682115,6.25,2.1189318,13.2,651.2120971679688,2.154922058981892,0.8034238712172266,12.808815876114696,361.91686653796535,0.0,0.0,0.0,0.0,0.2,0.0,0.0
82,0.036585365853658534,0.6629680834613705,-6.8076923076923075,2.1001456,12.083333333333334,36.0880126953125,2.0456218837785474,0.8192375505729238,12.799968528031997,357.94334393012815,0.0,0.0,0.0,0.0,0.2,0.0,0.0
83,0.03614457831325301,0.6596532430440636,8.887096774193548,2.3968801,10.233333333333333,62.00857925415039,2.1280492920968004,0.8382452927327838,12.769045212433218,354.3778648376465,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
84,0.03571428571428571,0.6563549768288433,-2.75,2.398609,12.666666666666666,144.60226440429688,2.069977276714696,0.8568210502354694,12.767826420221711,351.880536261059,0.0,0.0,0.0,0.0,0.1875,0.0,0.0
85,0.03529411764705882,0.653073201944699,10.3125,2.4099405,11.173913043478262,768.6331176757812,2.166948132282758,0.8750930435407688,12.749074498142377,356.7835078071145,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0
86,0.03488372093023256,0.6498078359349755,8.757575757575758,2.9317896,15.65625,761.589111328125,2.2435833372280256,0.899008120204387,12.782878864443047,361.49054970852166,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0
87,0.04597701149425287,0.6465587967553006,17.464285714285715,2.4533768,12.777777777777779,99.68910217285156,2.4185339392631713,0.9168744265241013,12.782820231262987,358.48133766788175,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
88,0.045454545454545456,0.6433260027715241,5.0,2.5975502,13.55,403.3240966796875,2.447868780862454,0.9359730143332854,12.791538183180451,358.9909144748341,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
89,0.0449438202247191,0.6401093727576664,2.3529411764705883,2.305195,12.125,50.63681411743164,2.4468021785659158,0.9513575320728542,12.784048990111009,355.52626166182955,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
90,0.044444444444444446,0.6369088258938781,5.8,2.9665122,8.714285714285714,839.3026123046875,2.4840599321374057,0.9737481395300064,12.738829398157396,360.9015544467502,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0
91,0.04395604395604396,0.6337242817644086,-2.235294117647059,1.8207779,19.4375,108.59092712402344,2.4321988986232905,0.9830561587996371,12.812441163012808,358.1289101904565,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0
92,0.043478260869565216,0.6305556603555866,10.962962962962964,2.6310906,10.884615384615385,220.21780395507812,2.524924594974809,1.0009695770846598,12.79148653498675,356.6298764270285,0.0,0.0,0.0,0.0,0.2,0.0,0.0
93,0.043010752688172046,0.6274028820538087,2.3846153846153846,2.4537983,8.5,778.114501953125,2.5234158937881483,1.0165913912457645,12.745341518481517,361.16196917462094,0.0,0.0,0.0,0.0,0.2,0.0,0.0
94,0.0425531914893617,0.6242658676435396,-3.0,2.9182122,9.7,460.8387451171875,2.464656150237211,1.0368213995875037,12.712944268284906,362.2223604080525,0.0,0.0,0.0,0.0,0.2,0.0,0.0
95,0.042105263157894736,0.6211445383053219,5.833333333333333,2.5599093,11.2,174.9243927001953,2.500115910059275,1.0528539042625773,12.697018539145065,360.2508028532329,0.0,0.0,0.0,0.0,0.2,0.0,0.0
96,0.041666666666666664,0.6180388156137953,1.6111111111111112,2.8537123,10.941176470588236,1065.093505859375,2.4908554434035652,1.0716128460965895,12.678728517597593,367.59291434288025,0.0,0.0,0.0,0.0,0.2,0.0,0.0
97,0.041237113402061855,0.6149486215357263,3.409090909090909,3.144893,13.047619047619047,1013.2680053710938,2.5003217884106514,1.0929868675902794,12.682531512752453,374.24935858028454,0.0,0.0,0.0,0.0,0.2,0.0,0.0
98,0.04081632653061224,0.6118738784280476,2.375,2.568348,12.066666666666666,499.09271240234375,2.499042994651359,1.1080415723180133,12.676247177588312,375.523270353979,0.0,0.0,0.0,0.0,0.2,0.0,0.0
99,0.04040404040404041,0.6088145090359074,-0.9285714285714286,3.237531,14.0,196.57347106933594,2.4644206267400177,1.1295515659989581,12.689618418218734,373.7156966238311,0.0,0.0,0.0,0.0,0.2,0.0,0.0
100,0.04,0.6057704364907278,4.767857142857143,3.6629622,14.703703703703704,107.56576538085938,2.487454991901189,1.154885672321543,12.709759271073583,371.05419731140137,0.0,0.0,0.0,0.0,0.2,0.0,0.0
101,0.039603960396039604,0.6027415843082742,6.863636363636363,2.9871821,10.047619047619047,496.2243957519531,2.5307835203342104,1.173027221509947,12.683401447078984,372.2935062068524,0.0,0.0,0.0,0.0,0.2,0.0,0.0
102,0.0392156862745098,0.5997278763867329,1.8333333333333333,3.3338866,10.428571428571429,291.4964904785156,2.523945773402829,1.1942121176067375,12.661295270426947,371.5013786016726,0.0,0.0,0.0,0.0,0.2,0.0,0.0
103,0.038834951456310676,0.5967292370047992,-5.444444444444445,2.9492764,10.125,457.7863464355469,2.446582761579069,1.211251577118285,12.636671044500472,372.3390967359821,0.0,0.0,0.0,0.0,0.2,0.0,0.0
104,0.038461538461538464,0.5937455908197752,1.3666666666666667,3.1657023,13.357142857142858,415.5965576171875,2.4361989529741424,1.2300443729439463,12.643598658083574,372.7550338598398,0.0,0.0,0.0,0.0,0.2,0.0,0.0
105,0.0380952380952381,0.5907768628656763,2.40625,3.3446414,12.133333333333333,90.85929107666016,2.435913724850579,1.2501833926975017,12.63873898832405,370.0703125,0.0,0.0,0.0,0.0,0.2,0.0,0.0
106,0.03773584905660377,0.5878229785513479,2.0625,3.2336762,12.933333333333334,85.05717468261719,2.4323909538614226,1.2688955889470033,12.6415181802581,367.3815093130436,0.0,0.0,0.0,0.0,0.2,0.0,0.0
107,0.037383177570093455,0.5848838636585911,0.75,3.9960816,12.181818181818182,396.55145263671875,2.4166676739187927,1.2943833085891103,12.637221918590438,367.6541256057882,0.0,0.0,0.0,0.0,0.2,0.0,0.0
108,0.046296296296296294,0.5819594443402982,12.735294117647058,3.606083,13.757575757575758,454.11737060546875,2.512210511360721,1.3157879345860608,12.647595565247709,368.4547112076371,0.0,0.0,0.0,0.0,0.2,0.08333333333333333,0.0
109,0.045871559633027525,0.5790496471185967,4.647058823529412,3.7754712,11.25,53.05169677734375,2.531796275692544,1.3383538361997642,12.634773587584887,365.56110557066194,0.0,0.0,0.0,0.0,0.2,0.08333333333333333,0.0
110,0.05454545454545454,0.5761543988830038,18.09090909090909,4.3307242,12.0,762.7581176757812,2.673242755830876,1.3655572035011243,12.629002918606842,369.17198749889025,0.0,0.0,0.0,0.0,0.23809523809523808,0.08333333333333333,0.0
111,0.05405405405405406,0.5732736268885887,-0.23333333333333334,4.1427608,11.357142857142858,129.068359375,2.647057385658225,1.3905770553041015,12.617544719854914,367.0088917500264,0.0,0.0,0.0,0.0,0.23809523809523808,0.07692307692307693,0.0
112,0.05357142857142857,0.5704072587541458,12.416666666666666,5.367526,11.586206896551724,426.532958984375,2.734286039952944,1.426085528510157,12.608336346432562,367.54035663604736,0.0,0.0,0.0,0.0,0.22727272727272727,0.07692307692307693,0.0
113,0.05309734513274336,0.567555222460375,3.119047619047619,3.2455072,12.65,40.89218521118164,2.737691009679445,1.4421866056056016,12.60870505133139,364.6496648535264,0.0,0.0,0.0,0.0,0.22727272727272727,0.07692307692307693,0.0
114,0.05263157894736842,0.5647174463480732,9.210526315789474,4.399056,10.166666666666666,43.762123107910156,2.794470266750586,1.4681240560633964,12.587283661992226,361.8348618557579,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
115,0.05217391304347826,0.5618938591163328,1.84375,4.015838,12.533333333333333,512.21826171875,2.7862031339962328,1.4902780916298861,12.58681452869954,363.1425435936969,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
116,0.05172413793103448,0.5590843898207511,-2.8947368421052633,3.7663608,18.72222222222222,106.59242248535156,2.7372295135125992,1.509899493941138,12.639705974333355,360.930904618625,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
117,0.05128205128205128,0.5562889678716474,0.6363636363636364,4.5578,11.2,124.04129028320312,2.7192733949044885,1.53594992404533,12.62740079506555,358.9062070602026,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
118,0.05084745762711865,0.5535075230322891,3.533333333333333,5.2347536,10.285714285714286,64.9561767578125,2.7261722079420214,1.567295717983112,12.607555994138844,356.4151051084874,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
119,0.05042016806722689,0.5507399854171277,5.2105263157894735,4.792823,11.722222222222221,523.3819580078125,2.7470491332180504,1.5944009878977883,12.600116214542904,357.8181879059607,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
120,0.05,0.547986285490042,9.45,5.23851,8.578947368421053,1118.0738525390625,2.8029070571079,1.6247685640972729,12.566606474158554,364.15365177790324,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
121,0.049586776859504134,0.5452463540625918,0.5666666666666667,5.0089984,12.357142857142858,319.43157958984375,2.784425731567063,1.6527374056668198,12.564875369885698,363.78404787552256,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
122,0.04918032786885246,0.5425201222922789,-4.944444444444445,4.0661874,12.125,364.90496826171875,2.7210743366817227,1.6725197825199145,12.561269834066962,363.79323574754056,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
123,0.04878048780487805,0.5398075216808175,2.4705882352941178,4.6852384,11.375,81.06039428710938,2.719037864312718,1.6970134295023434,12.551625363871295,361.4945947600574,0.0,0.0,0.0,0.0,0.21739130434782608,0.07692307692307693,0.0
124,0.04838709677419355,0.5371084840724134,9.073529411764707,6.1933885,13.181818181818182,54.23796081542969,2.7702837638889437,1.733274518474636,12.55670756401603,359.0167186798588,0.0,0.0,0.0,0.0,0.20833333333333334,0.07692307692307693,0.0
125,0.048,0.5344229416520513,6.722222222222222,5.8297653,10.346153846153847,465.351806640625,2.80189927155561,1.7660464448854327,12.539023134273132,359.8673993835449,0.0,0.0,0.0,0.0,0.2,0.07692307692307693,0.0
126,0.047619047619047616,0.531750826943791,-4.5,4.1179805,11.0,138.06875610351562,2.7439476900353275,1.784712588022803,12.526808664953503,358.1070926908463,0.0,0.0,0.0,0.0,0.2,0.07692307692307693,0.0
